generation,release_date,artist,name,types,supertype,hp,evolvesFrom,evolvesTo,nationalPokedexNumbers,,,,,,,,,,,,,,,,,,,,,,,,,
Third,2/1/2006,Hisao Nakamura,Aggron,['Metal'],Pokémon,110,Lairon,,[306],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Third,2/1/2006,Hajime Kusajima,Cradily,['Grass'],Pokémon,100,Lileep,,[346],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Third,2/1/2006,Naoyo Kimura,Delcatty,['Colorless'],Pokémon,80,Skitty,,[301],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Third,2/1/2006,Kouki Saitou,Gengar,['Psychic'],Pokémon,100,Haunter,,[94],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,2/1/2006,Hajime Kusajima,Golem,['Fighting'],Pokémon,120,Graveler,,[76],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,2/1/2006,Mitsuhiro Arita,Kabutops,['Fighting'],Pokémon,110,Kabuto,,[141],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,2/1/2006,Kagemaru Himeno,Lapras,['Water'],Pokémon,80,,,[131],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,2/1/2006,Kouki Saitou,Machamp,['Fighting'],Pokémon,120,Machoke,,[68],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,2/1/2006,Kouki Saitou,Mew,['Psychic'],Pokémon,70,,,[151],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,2/1/2006,Midori Harada,Muk,['Grass'],Pokémon,70,Grimer,,[89],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Third,2/1/2006,Mitsuhiro Arita,Shiftry,['Darkness'],Pokémon,110,Nuzleaf,,[275],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Third,2/1/2006,Sumiyoshi Kizuki,Victreebel,['Grass'],Pokémon,100,Weepinbell,,[71],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Third,2/1/2006,Kouki Saitou,Wailord,['Water'],Pokémon,120,Wailmer,,[321],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,2/1/2006,Midori Harada,Absol,['Darkness'],Pokémon,70,,,[359],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Third,2/1/2006,Aya Kusube,Girafarig,['Psychic'],Pokémon,70,,,[203],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,2/1/2006,Atsuko Nishida,Gorebyss,['Water'],Pokémon,70,Clamperl,,[368],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,2/1/2006,Midori Harada,Huntail,['Water'],Pokémon,80,Clamperl,,[367],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,2/1/2006,Kagemaru Himeno,Lanturn,['Lightning'],Pokémon,80,Chinchou,,[171],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,2/1/2006,Hisao Nakamura,Lunatone,['Psychic'],Pokémon,60,,,[337],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,2/1/2006,Sumiyoshi Kizuki,Magmar,['Fire'],Pokémon,70,,['Magmortar'],[126],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,2/1/2006,Hisao Nakamura,Magneton,['Lightning'],Pokémon,70,Magnemite,['Magnezone'],[82],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,2/1/2006,Mitsuhiro Arita,Omastar,['Water'],Pokémon,100,Omanyte,,[139],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,2/1/2006,Mitsuhiro Arita,Pinsir,['Grass'],Pokémon,70,,,[127],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Third,2/1/2006,Hisao Nakamura,Solrock,['Fighting'],Pokémon,70,,,[338],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,2/1/2006,Motofumi Fujiwara,Spinda,['Colorless'],Pokémon,60,,,[327],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Third,2/1/2006,Atsuko Nishida,Torkoal,['Fire'],Pokémon,80,,,[324],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,2/1/2006,Kouki Saitou,Wobbuffet,['Psychic'],Pokémon,80,,,[202],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,2/1/2006,Atsuko Nishida,Anorith,['Fighting'],Pokémon,70,Claw Fossil,['Armaldo'],[347],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,2/1/2006,Sachiko Adachi,Cascoon,['Grass'],Pokémon,70,Wurmple,['Dustox'],[268],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Third,2/1/2006,Hajime Kusajima,Dunsparce,['Colorless'],Pokémon,50,,,[206],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Third,2/1/2006,Midori Harada,Electrode,['Lightning'],Pokémon,70,Voltorb,,[101],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,2/1/2006,Tomokazu Komiya,Furret,['Colorless'],Pokémon,80,Sentret,,[162],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Third,2/1/2006,Sumiyoshi Kizuki,Graveler,['Fighting'],Pokémon,70,Geodude,['Golem'],[75],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,2/1/2006,Aya Kusube,Haunter,['Psychic'],Pokémon,70,Gastly,['Gengar'],[93],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,2/1/2006,Takao Unno,Kabuto,['Fighting'],Pokémon,60,Mysterious Fossil,['Kabutops'],[140],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,2/1/2006,Tomokazu Komiya,Kecleon,['Colorless'],Pokémon,60,,,[352],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Third,2/1/2006,Naoyo Kimura,Lairon,['Metal'],Pokémon,70,Aron,['Aggron'],[305],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Third,2/1/2006,Kagemaru Himeno,Machoke,['Fighting'],Pokémon,80,Machop,['Machamp'],[67],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,2/1/2006,Yukiko Baba,Misdreavus,['Psychic'],Pokémon,50,,['Mismagius'],[200],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,2/1/2006,Katsura Tabata,Nuzleaf,['Darkness'],Pokémon,70,Seedot,['Shiftry'],[274],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Third,2/1/2006,Kagemaru Himeno,Roselia,['Grass'],Pokémon,60,,['Roserade'],[315],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Third,2/1/2006,Midori Harada,Sealeo,['Water'],Pokémon,70,Spheal,['Walrein'],[364],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,2/1/2006,Aya Kusube,Tangela,['Grass'],Pokémon,60,,['Tangrowth'],[114],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Third,2/1/2006,Kagemaru Himeno,Tentacruel,['Water'],Pokémon,70,Tentacool,,[73],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,2/1/2006,Atsuko Nishida,Vibrava,['Colorless'],Pokémon,80,Trapinch,['Flygon'],[329],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Third,2/1/2006,Katsura Tabata,Weepinbell,['Grass'],Pokémon,70,Bellsprout,['Victreebel'],[70],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Third,2/1/2006,Miki Tanaka,Aron,['Metal'],Pokémon,50,,['Lairon'],[304],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Third,2/1/2006,Midori Harada,Bellsprout,['Grass'],Pokémon,50,,['Weepinbell'],[69],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Third,2/1/2006,Sachiko Adachi,Chinchou,['Lightning'],Pokémon,50,,['Lanturn'],[170],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,2/1/2006,Sachiko Adachi,Clamperl,['Water'],Pokémon,50,,"['Huntail', 'Gorebyss']",[366],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,2/1/2006,Hajime Kusajima,Gastly,['Psychic'],Pokémon,40,,['Haunter'],[92],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,2/1/2006,Miki Tanaka,Geodude,['Fighting'],Pokémon,50,,['Graveler'],[74],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,2/1/2006,Tomokazu Komiya,Grimer,['Grass'],Pokémon,40,,['Muk'],[88],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Third,2/1/2006,Kanako Eo,Growlithe,['Fire'],Pokémon,50,,['Arcanine'],[58],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,2/1/2006,Atsuko Nishida,Lileep,['Grass'],Pokémon,80,Root Fossil,['Cradily'],[345],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Third,2/1/2006,Yukiko Baba,Machop,['Fighting'],Pokémon,50,,['Machoke'],[66],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,2/1/2006,Yuka Morii,Magby,['Fire'],Pokémon,40,,['Magmar'],[240],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,2/1/2006,Hiroki Fuchino,Magnemite,['Lightning'],Pokémon,50,,['Magneton'],[81],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,2/1/2006,Kenkichi Toyama,Omanyte,['Water'],Pokémon,70,Mysterious Fossil,['Omastar'],[138],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,2/1/2006,Yuka Morii,Seedot,['Grass'],Pokémon,40,,['Nuzleaf'],[273],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Third,2/1/2006,Tomokazu Komiya,Sentret,['Colorless'],Pokémon,50,,['Furret'],[161],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Third,2/1/2006,Mitsuhiro Arita,Shuppet,['Psychic'],Pokémon,50,,['Banette'],[353],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,2/1/2006,Satoshi Ohta,Skitty,['Colorless'],Pokémon,50,,['Delcatty'],[300],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Third,2/1/2006,Miki Tanaka,Spheal,['Water'],Pokémon,50,,['Sealeo'],[363],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,2/1/2006,Tomoaki Imakuni,Tentacool,['Water'],Pokémon,50,,['Tentacruel'],[72],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,2/1/2006,Tomokazu Komiya,Trapinch,['Fighting'],Pokémon,50,,['Vibrava'],[328],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,2/1/2006,Midori Harada,Voltorb,['Lightning'],Pokémon,50,,['Electrode'],[100],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,2/1/2006,Sumiyoshi Kizuki,Wailmer,['Water'],Pokémon,80,,['Wailord'],[320],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,2/1/2006,Yukiko Baba,Wurmple,['Grass'],Pokémon,50,,"['Silcoon', 'Cascoon']",[265],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Third,2/1/2006,Yuka Morii,Wynaut,['Psychic'],Pokémon,50,,['Wobbuffet'],[360],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,2/1/2006,Ryo Ueda,Cursed Stone,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,2/1/2006,Ken Sugimori,Fieldworker,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,2/1/2006,Ryo Ueda,Full Flame,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,2/1/2006,Ryo Ueda,Giant Stump,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,2/1/2006,Ryo Ueda,Power Tree,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,2/1/2006,Ryo Ueda,Strange Cave,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,2/1/2006,Ryo Ueda,Claw Fossil,,Trainer,40,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,2/1/2006,Ryo Ueda,Mysterious Fossil,,Trainer,50,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,2/1/2006,Ryo Ueda,Root Fossil,,Trainer,40,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,2/1/2006,Takumi Akabane,Rainbow Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,2/1/2006,Takumi Akabane,React Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,2/1/2006,Hikaru Koike,Arcanine ex,['Fire'],Pokémon,120,Growlithe,,[59],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,2/1/2006,Kimiya Masago,Armaldo ex,['Fighting'],Pokémon,160,Anorith,,[348],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,2/1/2006,Mitsuhiro Arita,Banette ex,['Psychic'],Pokémon,90,Shuppet,,[354],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,2/1/2006,Mitsuhiro Arita,Dustox ex,['Grass'],Pokémon,140,Cascoon,,[269],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Third,2/1/2006,Ryo Ueda,Flygon ex,['Colorless'],Pokémon,150,Vibrava,,[330],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Third,2/1/2006,Ryo Ueda,Mew ex,['Psychic'],Pokémon,90,,,[151],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,2/1/2006,Kimiya Masago,Walrein ex,['Water'],Pokémon,150,Sealeo,,[365],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,2/1/2006,Masakazu Fukuda,Regice ★,['Water'],Pokémon,90,,,[378],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,2/1/2006,Masakazu Fukuda,Regirock ★,['Fighting'],Pokémon,90,,,[377],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,2/1/2006,Masakazu Fukuda,Registeel ★,['Metal'],Pokémon,90,,,[379],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Third,2/1/2006,Ryo Ueda,Pikachu δ,['Metal'],Pokémon,40,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Third,3/1/2006,Kouki Saitou,Beldum,['Psychic'],Pokémon,50,,['Metang'],[374],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,3/1/2006,Ken Sugimori,Arcanine,['Fire'],Pokémon,90,Growlithe,,[59],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,3/1/2006,Hiroki Fuchino,Electrike,['Lightning'],Pokémon,50,,['Manectric'],[309],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,3/1/2006,Midori Harada,Charmander,['Fire'],Pokémon,50,,['Charmeleon'],[4],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,3/1/2006,Atsuko Nishida,Grumpig,['Psychic'],Pokémon,70,Spoink,,[326],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,3/1/2006,Kouki Saitou,Charmeleon,['Fire'],Pokémon,70,Charmander,['Charizard'],[5],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,3/1/2006,Masakazu Fukuda,Meowth,['Colorless'],Pokémon,50,,['Persian'],[52],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Third,3/1/2006,Ken Sugimori,Growlithe,['Fire'],Pokémon,60,,['Arcanine'],[58],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,3/1/2006,Hisao Nakamura,Metang,['Psychic'],Pokémon,80,Beldum,['Metagross'],[375],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,3/1/2006,Naoyo Kimura,Mareep,['Lightning'],Pokémon,50,,['Flaaffy'],[179],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,3/1/2006,Katsura Tabata,Plusle,['Lightning'],Pokémon,60,,,[311],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,3/1/2006,Katsura Tabata,Minun,['Lightning'],Pokémon,60,,,[312],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,3/1/2006,Kagemaru Himeno,Spoink,['Psychic'],Pokémon,50,,['Grumpig'],[325],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,3/1/2006,Midori Harada,Vulpix,['Fire'],Pokémon,50,,['Ninetales'],[37],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,3/1/2006,Kai Ishikawa,Energy Search,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,3/1/2006,Ken Sugimori,Celio's Network,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,3/1/2006,Keiji Kinebuchi,Potion,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,3/1/2006,Kai Ishikawa,Energy Search,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,3/1/2006,Ken Sugimori,Professor Cozmo's Discovery,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,3/1/2006,Keiji Kinebuchi,Potion,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,3/1/2006,,Lightning Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,3/1/2006,,Fire Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,3/1/2006,,Psychic Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,3/1/2006,,Lightning Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,4/1/2006,Mitsuhiro Arita,Blastoise,['Water'],Pokémon,120,Wartortle,,[9],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,4/1/2006,Masakazu Fukuda,Flareon,['Fire'],Pokémon,70,Eevee,,[136],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,4/1/2006,Masakazu Fukuda,Jolteon,['Lightning'],Pokémon,70,Eevee,,[135],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,4/1/2006,Sumiyoshi Kizuki,Minun,['Lightning'],Pokémon,50,,,[312],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,4/1/2006,Sumiyoshi Kizuki,Plusle,['Lightning'],Pokémon,50,,,[311],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,4/1/2006,Masakazu Fukuda,Vaporeon,['Water'],Pokémon,70,Eevee,,[134],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,4/1/2006,Mitsuhiro Arita,Combusken,['Fire'],Pokémon,70,Torchic,['Blaziken'],[256],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,4/1/2006,Tomoaki Imakuni,Donphan,['Fighting'],Pokémon,80,Phanpy,,[232],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,4/1/2006,Midori Harada,Forretress,['Grass'],Pokémon,70,Pineco,,[205],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Third,4/1/2006,Ken Ikuji,High Pressure System,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,4/1/2006,Shin-ichi Yoshikawa,Low Pressure System,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Third,4/1/2006,Yuka Morii,Ditto,['Psychic'],Pokémon,60,,,[132],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,4/1/2006,Masakazu Fukuda,Eevee,['Colorless'],Pokémon,50,,"['Vaporeon', 'Jolteon', 'Flareon', 'Sylveon', 'Espeon', 'Umbreon', 'Leafeon', 'Glaceon']",[133],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Third,4/1/2006,Midori Harada,Ivysaur,['Grass'],Pokémon,70,Bulbasaur,['Venusaur'],[2],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Third,4/1/2006,Midori Harada,Marshtomp,['Fighting'],Pokémon,70,Mudkip,['Swampert'],[259],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,4/1/2006,Kagemaru Himeno,Pichu Bros.,['Lightning'],Pokémon,60,,['Pikachu'],[172],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,4/1/2006,Mitsuhiro Arita,Ho-Oh ex,['Fire'],Pokémon,110,,,[250],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,5/1/2006,Masakazu Fukuda,Armaldo δ,"['Fighting', 'Metal']",Pokémon,110,Anorith,,[348],,,,,,,,,,,,,,,,,,,,4,14468,,,,
Third,5/1/2006,Kouki Saitou,Cradily δ,"['Darkness', 'Metal']",Pokémon,100,Lileep,,[346],,,,,,,,,,,,,,,,,,,,7,14426,,,,
Third,5/1/2006,Mitsuhiro Arita,Deoxys δ,['Darkness'],Pokémon,70,,,[386],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Third,5/1/2006,Kagemaru Himeno,Deoxys δ,['Metal'],Pokémon,80,,,[386],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Third,5/1/2006,Kouki Saitou,Deoxys δ,['Colorless'],Pokémon,70,,,[386],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Third,5/1/2006,Masakazu Fukuda,Deoxys δ,['Lightning'],Pokémon,60,,,[386],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,5/1/2006,Kagemaru Himeno,Flygon δ,"['Grass', 'Metal']",Pokémon,110,Vibrava,,[330],,,,,,,,,,,,,,,,,,,,3,14476,,,,
Third,5/1/2006,Hajime Kusajima,Gyarados δ,"['Lightning', 'Metal']",Pokémon,90,Magikarp,,[130],,,,,,,,,,,,,,,,,,,,9,14408,,,,
Third,5/1/2006,Masakazu Fukuda,Kabutops δ,['Lightning'],Pokémon,100,Kabuto,,[141],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,5/1/2006,Masakazu Fukuda,Kingdra δ,"['Fire', 'Metal']",Pokémon,110,Seadra,,[230],,,,,,,,,,,,,,,,,,,,6,14447,,,,
Third,5/1/2006,Masakazu Fukuda,Latias δ,['Fire'],Pokémon,70,,,[380],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,5/1/2006,Mitsuhiro Arita,Latios δ,['Water'],Pokémon,80,,,[381],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,5/1/2006,Midori Harada,Omastar δ,['Psychic'],Pokémon,110,Omanyte,,[139],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,5/1/2006,Kouki Saitou,Pidgeot δ,"['Lightning', 'Metal']",Pokémon,100,Pidgeotto,,[18],,,,,,,,,,,,,,,,,,,,9,14408,,,,
Third,5/1/2006,Masakazu Fukuda,Raichu δ,['Metal'],Pokémon,70,Pikachu,,[26],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Third,5/1/2006,Mitsuhiro Arita,Rayquaza δ,"['Water', 'Metal']",Pokémon,80,,,[384],,,,,,,,,,,,,,,,,,,,7,14426,,,,
Third,5/1/2006,Mitsuhiro Arita,Vileplume δ,"['Psychic', 'Metal']",Pokémon,90,Gloom,,[45],,,,,,,,,,,,,,,,,,,,5,14453,,,,
Third,5/1/2006,Masakazu Fukuda,Absol,['Darkness'],Pokémon,70,,,[359],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Third,5/1/2006,Kagemaru Himeno,Bellossom δ,['Water'],Pokémon,100,Gloom,,[182],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,5/1/2006,Hiromichi Sugiyama,Blaziken,['Fire'],Pokémon,100,Combusken,,[257],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,5/1/2006,Mitsuhiro Arita,Latias δ,['Fire'],Pokémon,70,,,[380],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,5/1/2006,Masakazu Fukuda,Latios δ,['Water'],Pokémon,80,,,[381],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,5/1/2006,Mitsuhiro Arita,Mawile,['Metal'],Pokémon,60,,,[303],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Third,5/1/2006,Ryo Ueda,Mewtwo δ,['Lightning'],Pokémon,70,,,[150],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,5/1/2006,Kagemaru Himeno,Nosepass,['Fighting'],Pokémon,60,,['Probopass'],[299],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,5/1/2006,Ryo Ueda,Rayquaza δ,['Fire'],Pokémon,80,,,[384],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,5/1/2006,Ken Sugimori,Regice,['Water'],Pokémon,80,,,[378],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,5/1/2006,Ken Sugimori,Regirock,['Fighting'],Pokémon,80,,,[377],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,5/1/2006,Ken Sugimori,Registeel,['Metal'],Pokémon,80,,,[379],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Third,5/1/2006,Mitsuhiro Arita,Relicanth,['Water'],Pokémon,70,,,[369],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Third,5/1/2006,Mitsuhiro Arita,Sableye,['Darkness'],Pokémon,60,,,[302],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Third,5/1/2006,Kagemaru Himeno,Seviper,['Grass'],Pokémon,70,,,[336],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Third,5/1/2006,Mitsuhiro Arita,Torkoal,['Fire'],Pokémon,80,,,[324],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,5/1/2006,Mitsuhiro Arita,Zangoose,['Colorless'],Pokémon,70,,,[335],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Third,5/1/2006,Mitsuhiro Arita,Aerodactyl δ,['Fire'],Pokémon,70,Mysterious Fossil,,[142],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,5/1/2006,Atsuko Nishida,Camerupt,['Fire'],Pokémon,90,Numel,,[323],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,5/1/2006,Mitsuhiro Arita,Chimecho δ,['Metal'],Pokémon,60,,,[358],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Third,5/1/2006,Kagemaru Himeno,Claydol,['Psychic'],Pokémon,80,Baltoy,,[344],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,5/1/2006,Kagemaru Himeno,Combusken,['Fire'],Pokémon,70,Torchic,['Blaziken'],[256],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Third,5/1/2006,Hisao Nakamura,Donphan,['Fighting'],Pokémon,80,Phanpy,,[232],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,5/1/2006,Midori Harada,Exeggutor δ,['Fighting'],Pokémon,80,Exeggcute,,[103],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Third,5/1/2006,Midori Harada,Gloom δ,['Psychic'],Pokémon,70,Oddish,"['Vileplume', 'Bellossom']",[44],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Third,5/1/2006,Midori Harada,Golduck δ,['Lightning'],Pokémon,70,Psyduck,,[55],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Third,5/1/2006,Mitsuhiro Arita,Holon's Castform,['Colorless'],Pokémon,50,,,[351],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Third,5/1/2006,Masakazu Fukuda,Lairon,['Metal'],Pokémon,80,Aron,['Aggron'],[305],,,,,,,,,,,,,,,,,,,,757,12974,,,,
